2021-07-14_10-19-23 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 6.2.0.Final
2021-07-14_16-06-23 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-5 - Start completed.
2021-07-14_16-06-23 [restartedMain] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL5Dialect
2021-07-14_16-06-23 [restartedMain] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2021-07-14_16-06-23 [restartedMain] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2021-07-14_16-06-23 [restartedMain] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2021-07-14_16-06-23 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-5 - Shutdown initiated...
2021-07-14_16-06-23 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-5 - Shutdown completed.
2021-07-14_16-06-23 [restartedMain] INFO  o.a.catalina.core.StandardService - Stopping service [Tomcat]
2021-07-14_16-06-23 [restartedMain] INFO  o.s.b.a.l.ConditionEvaluationReportLoggingListener - 

Error starting ApplicationContext. To display the conditions report re-run your application with 'debug' enabled.
2021-07-14_16-07-32 [restartedMain] INFO  com.cognizant.iptm.IptmApplication - Starting IptmApplication using Java 16.0.1 on LAPTOP-VBOPK57G with PID 18572 (C:\Users\Rathu.N\Desktop\international treatment\IPTM\target\classes started by Rathu.N in C:\Users\Rathu.N\Desktop\international treatment\IPTM)
2021-07-14_16-07-32 [restartedMain] INFO  com.cognizant.iptm.IptmApplication - No active profile set, falling back to default profiles: default
2021-07-14_16-07-32 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2021-07-14_16-07-32 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 45 ms. Found 8 JPA repository interfaces.
2021-07-14_16-07-32 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2021-07-14_16-07-32 [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2021-07-14_16-07-32 [restartedMain] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2021-07-14_16-07-32 [restartedMain] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.48]
2021-07-14_16-07-32 [restartedMain] INFO  o.a.c.c.C.[Tomcat-4].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2021-07-14_16-07-32 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 452 ms
2021-07-14_16-07-32 [restartedMain] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2021-07-14_16-07-32 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-6 - Starting...
2021-07-14_16-07-32 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-6 - Start completed.
2021-07-14_16-07-32 [restartedMain] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL5Dialect
2021-07-14_16-07-32 [restartedMain] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2021-07-14_16-07-32 [restartedMain] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2021-07-14_16-07-32 [restartedMain] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2021-07-14_16-07-32 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-6 - Shutdown initiated...
2021-07-14_16-07-32 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-6 - Shutdown completed.
2021-07-14_16-07-32 [restartedMain] INFO  o.a.catalina.core.StandardService - Stopping service [Tomcat]
2021-07-14_16-07-32 [restartedMain] INFO  o.s.b.a.l.ConditionEvaluationReportLoggingListener - 

Error starting ApplicationContext. To display the conditions report re-run your application with 'debug' enabled.
2021-07-14_16-09-02 [restartedMain] INFO  com.cognizant.iptm.IptmApplication - Starting IptmApplication using Java 16.0.1 on LAPTOP-VBOPK57G with PID 18572 (C:\Users\Rathu.N\Desktop\international treatment\IPTM\target\classes started by Rathu.N in C:\Users\Rathu.N\Desktop\international treatment\IPTM)
2021-07-14_16-09-02 [restartedMain] INFO  com.cognizant.iptm.IptmApplication - No active profile set, falling back to default profiles: default
2021-07-14_16-09-02 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2021-07-14_16-09-02 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 52 ms. Found 8 JPA repository interfaces.
2021-07-14_16-09-02 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2021-07-14_16-09-02 [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2021-07-14_16-09-02 [restartedMain] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2021-07-14_16-09-02 [restartedMain] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.48]
2021-07-14_16-09-02 [restartedMain] INFO  o.a.c.c.C.[Tomcat-5].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2021-07-14_16-09-02 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 532 ms
2021-07-14_16-09-02 [restartedMain] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2021-07-14_16-09-02 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-7 - Starting...
2021-07-14_16-09-02 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-7 - Start completed.
2021-07-14_16-09-02 [restartedMain] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL5Dialect
2021-07-14_16-09-02 [restartedMain] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2021-07-14_16-09-02 [restartedMain] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2021-07-14_16-09-02 [restartedMain] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2021-07-14_16-09-02 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-7 - Shutdown initiated...
2021-07-14_16-09-02 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-7 - Shutdown completed.
2021-07-14_16-09-02 [restartedMain] INFO  o.a.catalina.core.StandardService - Stopping service [Tomcat]
2021-07-14_16-09-02 [restartedMain] INFO  o.s.b.a.l.ConditionEvaluationReportLoggingListener - 

Error starting ApplicationContext. To display the conditions report re-run your application with 'debug' enabled.
2021-07-14_16-59-43 [restartedMain] INFO  com.cognizant.iptm.IptmApplication - Starting IptmApplication using Java 16.0.1 on LAPTOP-VBOPK57G with PID 18572 (C:\Users\Rathu.N\Desktop\international treatment\IPTM\target\classes started by Rathu.N in C:\Users\Rathu.N\Desktop\international treatment\IPTM)
2021-07-14_16-59-43 [restartedMain] INFO  com.cognizant.iptm.IptmApplication - No active profile set, falling back to default profiles: default
2021-07-14_16-59-43 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2021-07-14_16-59-43 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 41 ms. Found 8 JPA repository interfaces.
2021-07-14_16-59-43 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2021-07-14_16-59-43 [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2021-07-14_16-59-43 [restartedMain] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2021-07-14_16-59-43 [restartedMain] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.48]
2021-07-14_16-59-43 [restartedMain] INFO  o.a.c.c.C.[Tomcat-6].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2021-07-14_16-59-43 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 460 ms
2021-07-14_16-59-43 [restartedMain] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2021-07-14_16-59-43 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-8 - Starting...
2021-07-14_16-59-43 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-8 - Start completed.
2021-07-14_16-59-43 [restartedMain] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL5Dialect
2021-07-14_16-59-43 [restartedMain] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2021-07-14_16-59-43 [restartedMain] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2021-07-14_16-59-43 [restartedMain] INFO  o.s.b.d.a.OptionalLiveReloadServer - LiveReload server is running on port 35729
2021-07-14_16-59-43 [restartedMain] INFO  o.s.b.a.s.s.UserDetailsServiceAutoConfiguration - 

Using generated security password: 2734efd3-2623-4305-b876-442a742e6acc

2021-07-14_16-59-43 [restartedMain] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@55ddb1e1, org.springframework.security.web.context.SecurityContextPersistenceFilter@58cc4e4a, org.springframework.security.web.header.HeaderWriterFilter@1a797d54, org.springframework.security.web.csrf.CsrfFilter@385a5565, org.springframework.security.web.authentication.logout.LogoutFilter@28a7ddd9, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@532f3c5, org.springframework.security.web.authentication.ui.DefaultLoginPageGeneratingFilter@7540c65b, org.springframework.security.web.authentication.ui.DefaultLogoutPageGeneratingFilter@f384423, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@5219c147, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@51d9e090, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@9ba422, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@1d8622da, org.springframework.security.web.session.SessionManagementFilter@3257c418, org.springframework.security.web.access.ExceptionTranslationFilter@3257697a, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@2a7e1829]
2021-07-14_16-59-43 [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2021-07-14_16-59-43 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
2021-07-14_16-59-43 [restartedMain] INFO  com.cognizant.iptm.IptmApplication - Started IptmApplication in 1.346 seconds (JVM running for 15334.288)
2021-07-14_16-59-43 [restartedMain] INFO  o.s.b.d.a.ConditionEvaluationDeltaLoggingListener - Condition evaluation unchanged
2021-07-14_16-59-43 [Thread-7] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2021-07-14_16-59-43 [Thread-7] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-8 - Shutdown initiated...
2021-07-14_16-59-43 [Thread-7] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-8 - Shutdown completed.
2021-07-14_17-12-28 [restartedMain] INFO  com.cognizant.iptm.IptmApplication - Starting IptmApplication using Java 16.0.1 on LAPTOP-VBOPK57G with PID 18572 (C:\Users\Rathu.N\Desktop\international treatment\IPTM\target\classes started by Rathu.N in C:\Users\Rathu.N\Desktop\international treatment\IPTM)
2021-07-14_17-12-28 [restartedMain] INFO  com.cognizant.iptm.IptmApplication - No active profile set, falling back to default profiles: default
2021-07-14_17-12-28 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2021-07-14_17-12-28 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 39 ms. Found 8 JPA repository interfaces.
2021-07-14_17-12-28 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2021-07-14_17-12-28 [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2021-07-14_17-12-28 [restartedMain] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2021-07-14_17-12-28 [restartedMain] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.48]
2021-07-14_17-12-28 [restartedMain] INFO  o.a.c.c.C.[Tomcat-6].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2021-07-14_17-12-28 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 451 ms
2021-07-14_17-12-28 [restartedMain] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2021-07-14_17-12-28 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-9 - Starting...
2021-07-14_17-12-28 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-9 - Start completed.
2021-07-14_17-12-28 [restartedMain] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL5Dialect
2021-07-14_17-12-28 [restartedMain] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2021-07-14_17-12-28 [restartedMain] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2021-07-14_17-12-28 [restartedMain] INFO  o.s.b.d.a.OptionalLiveReloadServer - LiveReload server is running on port 35729
2021-07-14_17-12-28 [restartedMain] INFO  o.s.b.a.s.s.UserDetailsServiceAutoConfiguration - 

Using generated security password: 490dde67-3c36-44c3-8b72-af97aed3dd78

2021-07-14_17-12-28 [restartedMain] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@11974c95, org.springframework.security.web.context.SecurityContextPersistenceFilter@a35ef08, org.springframework.security.web.header.HeaderWriterFilter@175d00c7, org.springframework.security.web.csrf.CsrfFilter@c8a1cd9, org.springframework.security.web.authentication.logout.LogoutFilter@20a4a3da, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@6a85c413, org.springframework.security.web.authentication.ui.DefaultLoginPageGeneratingFilter@5fbf186a, org.springframework.security.web.authentication.ui.DefaultLogoutPageGeneratingFilter@d10bea7, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@730ab962, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@67f237f, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@795b504f, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@4971564a, org.springframework.security.web.session.SessionManagementFilter@56054dc5, org.springframework.security.web.access.ExceptionTranslationFilter@521bcbaa, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@3984b3eb]
2021-07-14_17-12-28 [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2021-07-14_17-12-28 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
2021-07-14_17-12-28 [restartedMain] INFO  com.cognizant.iptm.IptmApplication - Started IptmApplication in 1.141 seconds (JVM running for 16099.108)
2021-07-14_17-12-28 [restartedMain] INFO  o.s.b.d.a.ConditionEvaluationDeltaLoggingListener - Condition evaluation unchanged
2021-07-14_17-12-28 [Thread-29] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2021-07-14_17-12-28 [Thread-29] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-9 - Shutdown initiated...
2021-07-14_17-12-28 [Thread-29] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-9 - Shutdown completed.
2021-07-14_17-14-20 [restartedMain] INFO  com.cognizant.iptm.IptmApplication - Starting IptmApplication using Java 16.0.1 on LAPTOP-VBOPK57G with PID 18572 (C:\Users\Rathu.N\Desktop\international treatment\IPTM\target\classes started by Rathu.N in C:\Users\Rathu.N\Desktop\international treatment\IPTM)
2021-07-14_17-14-20 [restartedMain] INFO  com.cognizant.iptm.IptmApplication - No active profile set, falling back to default profiles: default
2021-07-14_17-14-20 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2021-07-14_17-14-20 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 35 ms. Found 8 JPA repository interfaces.
2021-07-14_17-14-20 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2021-07-14_17-14-20 [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2021-07-14_17-14-20 [restartedMain] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2021-07-14_17-14-20 [restartedMain] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.48]
2021-07-14_17-14-20 [restartedMain] INFO  o.a.c.c.C.[Tomcat-6].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2021-07-14_17-14-20 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 449 ms
2021-07-14_17-14-20 [restartedMain] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2021-07-14_17-14-20 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-10 - Starting...
2021-07-14_17-14-20 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-10 - Start completed.
2021-07-14_17-14-20 [restartedMain] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL5Dialect
2021-07-14_17-14-20 [restartedMain] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2021-07-14_17-14-20 [restartedMain] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2021-07-14_17-14-20 [restartedMain] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2021-07-14_17-14-20 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-10 - Shutdown initiated...
2021-07-14_17-14-20 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-10 - Shutdown completed.
2021-07-14_17-14-20 [restartedMain] INFO  o.a.catalina.core.StandardService - Stopping service [Tomcat]
2021-07-14_17-14-20 [restartedMain] INFO  o.s.b.a.l.ConditionEvaluationReportLoggingListener - 

Error starting ApplicationContext. To display the conditions report re-run your application with 'debug' enabled.
2021-07-14_17-16-52 [restartedMain] INFO  com.cognizant.iptm.IptmApplication - Starting IptmApplication using Java 16.0.1 on LAPTOP-VBOPK57G with PID 18572 (C:\Users\Rathu.N\Desktop\international treatment\IPTM\target\classes started by Rathu.N in C:\Users\Rathu.N\Desktop\international treatment\IPTM)
2021-07-14_17-16-52 [restartedMain] INFO  com.cognizant.iptm.IptmApplication - No active profile set, falling back to default profiles: default
2021-07-14_17-16-52 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2021-07-14_17-16-52 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 40 ms. Found 8 JPA repository interfaces.
2021-07-14_17-16-52 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2021-07-14_17-16-52 [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2021-07-14_17-16-52 [restartedMain] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2021-07-14_17-16-52 [restartedMain] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.48]
2021-07-14_17-16-52 [restartedMain] INFO  o.a.c.c.C.[Tomcat-7].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2021-07-14_17-16-52 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 408 ms
2021-07-14_17-16-52 [restartedMain] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2021-07-14_17-16-52 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-11 - Starting...
2021-07-14_17-16-52 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-11 - Start completed.
2021-07-14_17-16-52 [restartedMain] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL5Dialect
2021-07-14_17-16-52 [restartedMain] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2021-07-14_17-16-52 [restartedMain] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2021-07-14_17-16-52 [restartedMain] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2021-07-14_17-16-52 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-11 - Shutdown initiated...
2021-07-14_17-16-52 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-11 - Shutdown completed.
2021-07-14_17-16-52 [restartedMain] INFO  o.a.catalina.core.StandardService - Stopping service [Tomcat]
2021-07-14_17-16-52 [restartedMain] INFO  o.s.b.a.l.ConditionEvaluationReportLoggingListener - 

Error starting ApplicationContext. To display the conditions report re-run your application with 'debug' enabled.
2021-07-14_17-17-29 [restartedMain] INFO  com.cognizant.iptm.IptmApplication - Starting IptmApplication using Java 16.0.1 on LAPTOP-VBOPK57G with PID 18572 (C:\Users\Rathu.N\Desktop\international treatment\IPTM\target\classes started by Rathu.N in C:\Users\Rathu.N\Desktop\international treatment\IPTM)
2021-07-14_17-17-29 [restartedMain] INFO  com.cognizant.iptm.IptmApplication - No active profile set, falling back to default profiles: default
2021-07-14_17-17-29 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2021-07-14_17-17-29 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 29 ms. Found 8 JPA repository interfaces.
2021-07-14_17-17-29 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2021-07-14_17-17-29 [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2021-07-14_17-17-29 [restartedMain] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2021-07-14_17-17-29 [restartedMain] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.48]
2021-07-14_17-17-29 [restartedMain] INFO  o.a.c.c.C.[Tomcat-8].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2021-07-14_17-17-29 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 348 ms
2021-07-14_17-17-29 [restartedMain] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2021-07-14_17-17-29 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-12 - Starting...
2021-07-14_17-17-29 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-12 - Start completed.
2021-07-14_17-17-29 [restartedMain] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL5Dialect
2021-07-14_17-17-29 [restartedMain] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2021-07-14_17-17-29 [restartedMain] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2021-07-14_17-17-29 [restartedMain] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2021-07-14_17-17-29 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-12 - Shutdown initiated...
2021-07-14_17-17-29 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-12 - Shutdown completed.
2021-07-14_17-17-29 [restartedMain] INFO  o.a.catalina.core.StandardService - Stopping service [Tomcat]
2021-07-14_17-17-29 [restartedMain] INFO  o.s.b.a.l.ConditionEvaluationReportLoggingListener - 

Error starting ApplicationContext. To display the conditions report re-run your application with 'debug' enabled.
2021-07-14_17-19-22 [restartedMain] INFO  com.cognizant.iptm.IptmApplication - Starting IptmApplication using Java 16.0.1 on LAPTOP-VBOPK57G with PID 18572 (C:\Users\Rathu.N\Desktop\international treatment\IPTM\target\classes started by Rathu.N in C:\Users\Rathu.N\Desktop\international treatment\IPTM)
2021-07-14_17-19-22 [restartedMain] INFO  com.cognizant.iptm.IptmApplication - No active profile set, falling back to default profiles: default
2021-07-14_17-19-22 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2021-07-14_17-19-22 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 37 ms. Found 8 JPA repository interfaces.
2021-07-14_17-19-22 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2021-07-14_17-19-22 [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2021-07-14_17-19-22 [restartedMain] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
